Country,0808N: GDP per capita  (current US$) - WDI - 0,1458: Influenza vaccination rates - TOT (AGRWTH) - OECD - 1,1461: Influenza vaccination rates - TOT (IDX2010) - OECD - 2,1505: Elderly population - TOT (PC_POP) - OECD - 3,1507: Employment rate - TOT (PC_WKGPOP) - OECD - 4,1510: Employment rate - TOT (THND_PER) - OECD - 5,1513: Employment rate by age group - 15_24 (PC_AGE) - OECD - 6,1517: Employment by activity - AGR (THND_PER) - OECD - 7,1529: Exchange rates - TOT (NATUSD) - OECD - 8,1576: Investment (GFCF) - TOT (AGRWTH) - OECD - 9,1590: Grants by private agencies and NGOs - TOT (MLN_SDR) - OECD - 10,1629: Hours worked - TOT (HR_WKD) - OECD - 11,1630: Harmonised unemployment rate (HUR) - TOT (PC_LF) - OECD - 12,1642: Infant mortality rates - TOT (IDX2010) - OECD - 13,1652: Labour force - TOT (THND_PER) - OECD - 14,1663: Long-term interest rates - TOT (PC_PA) - OECD - 15,1669: National area distribution - TOT (IDX2010) - OECD - 16,1672: Broad money (M3) - TOT (IDX2010) - OECD - 17,1738: Passenger transport - TOT (PC_CHG) - OECD - 18,1756: Population - TOT (AGRWTH) - OECD - 19,1757: Population - TOT (MLN_PER) - OECD - 20,1760: Producer protection - TOT (AGRWTH) - OECD - 21,1763: Producer protection - TOT (IDX2010) - OECD - 22,1775: Quarterly GDP - TOT (PC_CHGPP) - OECD - 23,1789: Self-employment rate - TOT (PC_EMP) - OECD - 24,1792: Short-term interest rates - TOT (IDX2010) - OECD - 25,1802: Short-term interest rates forecast - TOT (PC_PA) - OECD - 26,1845: Trade in goods and services - EXP (MLN_USD) - OECD - 27,1848: Trade in goods and services - IMP (MLN_USD) - OECD - 28,1858: Urban population by city size - EMP (IDX2010) - OECD - 29,1860: Urban population by city size - EMP (PC_CHGPP) - OECD - 30,1865: Unemployment rate - TOT (PC_LF) - OECD - 31,1885: Working age population - TOT (PC_POP) - OECD - 32,1890: Young population - TOT (PC_POP) - OECD - 33,1891: Youth unemployment rate - TOT (PC_YOUTHLF) - OECD - 34,2780: Merchandise trade-Exports-Total merchandise (US dollar at current prices) - WTO - 35,2781: Merchandise trade-Imports-Total merchandise (US dollar at current prices) - WTO - 36
178: Philippines (PHL),254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529500000.0,577500000.0
179: Palau (PLW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180: Papua New Guinea (PNG),117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40454400.0,51263500.0
181: Poland (POL),,,,5.728454,,,,,0.0004,,,,,,,,,,,1.633646,29.24,,,,0.0,,,,,,,,61.22093,33.05062,,1145250000.0,1420000000.0
182: Puerto Rico (PRI),718.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183: North Korea (PRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184: Portugal (PRT),360.0,1.046836,1.14784,7.74454,,,,,0.143404,,808.0,,,19.74748,,,,,,0.5818329,8.800845,,,,,,,,,,,,64.81196,29.422,,290470000.0,475791000.0
185: Paraguay (PRY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34010000.0,32480000.0
186: Pacific island small states (PSS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187: French Polynesia (PYF),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12288000.0,12845000.0
188: Qatar (QAT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128000000.0,32000000.0
189: Romania (ROM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522300000.0,542200000.0
190: Russia (RUS),,,,6.292006,,,,,,,,,,,,,,,,1.415513,118.2973,,,,,,,,,,,,64.23125,29.47674,,,
191: Rwanda (RWA),40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000.0,4000000.0
192: South Asia (SAS),83.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193: Saudi Arabia (SAU),,,,,,,,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,957333000.0,254933000.0
194: Sudan (SDN),107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191734000.0,163852000.0
195: Senegal (SEN),250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116101000.0,178405000.0
196: Singapore (SGP),428.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124060000.0,1276620000.0
197: Solomon Islands (SLB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5560800.0,4237520.0
198: Sierra Leone (SLE),148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54670000.0,65898000.0
199: El Salvador (SLV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113280000.0,99560000.0
200: San Marino (SMR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201: Somalia (SOM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202: Serbia (SRB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203: Sub-Saharan Africa (developing only) (SSA),130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204: South Sudan (SSD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205: Sub-Saharan Africa (all income levels) (SSF),130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206: Small states (SST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207: Sao Tome and Principe (STP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000.0,6000000.0
208: Suriname (SUR),324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40830200.0,45019200.0
209: Slovakia (SVK),,,,,,,,,,,,,,,,,,,,1.186948,3.946039,,,,,,,,,,,,61.74227,31.47326,,,
210: Slovenia (SVN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211: Sweden (SWE),1980.0,0.803893,8.84459,11.5595,,,,,5.17321,,461.53,1904.0,,26.20676,,,,,,0.5291951,7.453705,,,,,0.7901879,,,,,,,65.53099,22.90951,,2207530000.0,2413780000.0
212: Swaziland (SWZ),100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000000.0,15000000.0
213: Sint Maarten (Dutch part) (SXM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214: Seychelles (SYC),288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700000.0,1900000.0
215: Syria (SYR),187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118603000.0,194134000.0
216: Turks and Caicos Islands (TCA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217: Chad (TCD),104.437202886472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16682000.0,24901400.0
218: Togo (TGO),76.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17613700.0,15211500.0
219: Thailand (THA),101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357100000.0,424507000.0
220: Tajikistan (TJK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221: Turkmenistan (TKM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222: Timor-Leste (TMP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223: Tonga (TON),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4167070.0,3738560.0
224: Trinidad (TTO),631.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261799000.0,261391000.0
225: Tunisia (TUN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141881000.0,152857000.0
226: Turkey (TUR),508.0,26.64714,5.105997e-05,3.523943,,,,,9e-06,,269.0,,,,,,,,,2.894423,26.733,,,,,,,,,,,,55.38203,41.09402,,353800000.0,470000000.0
227: Tuvalu (TUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228: Tanzania (TZA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129234000.0,105900000.0
229: Uganda (UGA),62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136000000.0,89738200.0
230: Ukraine (UKR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231: Upper middle income (UMC),132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232: Uruguay (URY),489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108290000.0,173160000.0
233: United States (USA),3010.0,1.010684,13.36816,9.136792,61.39219,64629.83,49.52064,5564.833,1.0,,,1953.0,5.475,25.00037,68369.34,4.333333,8.059386,3.414147,,1.685551,177.8296,-0.2007529,18.13752,6.898619,16.68425,4.865791,,,,19.47213,0.8723088,5.475,60.08137,30.78184,10.98333,16407000000.0,17008000000.0
234: Uzbekistan (UZB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235: St. Vincent and the Grenadines (VCT),161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3866320.0,6129650.0
236: Venezuela (VEN),1060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2213970000.0,1578190000.0
237: Virgin Islands (VIR),756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238: Vietnam (VNM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75000000.0,225000000.0
239: Vanuatu (VUT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7426060.0,5671480.0
240: West Bank and Gaza (WBG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241: World (WLD),450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242: Samoa (WSM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9295940.0,7169360.0
243: Yemen (YEM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000.0,15000000.0
244: South Africa (ZAF),423.0,1.219512,1.750302,,,,,,0.714286,,468.85,,,,,5.25,,,,,,,,,,,,,,,,,,,,1920800000.0,1436680000.0
245: Dem. Rep. Congo (ZAR),220.314135299101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489000000.0,308000000.0
246: Zambia (ZMB),229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329000000.0,193000000.0
247: Zimbabwe (ZWE),281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161000000.0,247000000.0
248: Taiwan (TWN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156096000.0,213354000.0
